App.,Taxon,Term,Unit,Country,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
II,Hippopotamus amphibius,tusks,kg,US,2.8,,,,,,300,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,AE,,,,,12,,,,6,,
II,Hippopotamus amphibius,tusks,Number of specimens,AT,,,,,,12,36,,1,,
II,Hippopotamus amphibius,tusks,Number of specimens,AU,,,,,1,,,,12,,
II,Hippopotamus amphibius,tusks,Number of specimens,BG,,,,,,,,,13,,
II,Hippopotamus amphibius,tusks,Number of specimens,BR,,,,,,,,2,,,
II,Hippopotamus amphibius,tusks,Number of specimens,CA,,,,,,,,1,,,
II,Hippopotamus amphibius,tusks,Number of specimens,CH,,,,10,12,3,36,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,CN,,,,,12,12,,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,CZ,,,,,1,,12,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,DE,,,,,,,36,,12,,
II,Hippopotamus amphibius,tusks,Number of specimens,ES,,,,,,,36,,24,,
II,Hippopotamus amphibius,tusks,Number of specimens,FI,,,,,12,,,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,FR,,,,,,,,5,23,,
II,Hippopotamus amphibius,tusks,Number of specimens,GB,,,,,2,,,9,,,
II,Hippopotamus amphibius,tusks,Number of specimens,HU,,,,,12,34,12,,12,,
II,Hippopotamus amphibius,tusks,Number of specimens,IL,,,,,,,1,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,IT,,,,,,,,12,,,
II,Hippopotamus amphibius,tusks,Number of specimens,MX,,,,,,12,,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,NO,,,,,,,,,12,,
II,Hippopotamus amphibius,tusks,Number of specimens,PT,,,,,,,,,4,,
II,Hippopotamus amphibius,tusks,Number of specimens,RO,,,,,,10,,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,RU,,,,,,24,,,,,
II,Hippopotamus amphibius,tusks,Number of specimens,SA,,,,,,,,,12,,
II,Hippopotamus amphibius,tusks,Number of specimens,US,,,,343,77,127,101,58,128,,
II,Hippopotamus amphibius,tusks,,AE,,,45,11,,,,,,,
II,Hippopotamus amphibius,tusks,,AR,,,12,,,,,,,,
II,Hippopotamus amphibius,tusks,,AT,24,36,,,,,8,12,,,
II,Hippopotamus amphibius,tusks,,AU,1,,12,1,,,,,,,
II,Hippopotamus amphibius,tusks,,BE,13,13,,4,10,,,,,,
II,Hippopotamus amphibius,tusks,,BR,9,,,1,,,4,,,,
II,Hippopotamus amphibius,tusks,,CA,22,,,,,2,3,,,,
II,Hippopotamus amphibius,tusks,,CH,,12,,,,2,,,,,
II,Hippopotamus amphibius,tusks,,CL,23,12,,,,,,,,,
II,Hippopotamus amphibius,tusks,,CN,11,12,1,3,,,,,,,
II,Hippopotamus amphibius,tusks,,DE,24,12,12,24,11,11,34,,,,
II,Hippopotamus amphibius,tusks,,DK,12,,12,,,,,,,,
II,Hippopotamus amphibius,tusks,,ES,38,61,24,1,48,,,,,,
II,Hippopotamus amphibius,tusks,,FR,24,,,12,,,,,,,
II,Hippopotamus amphibius,tusks,,GB,,12,12,12,,,,,8,,
II,Hippopotamus amphibius,tusks,,HU,,,,,4,,,,,,
II,Hippopotamus amphibius,tusks,,IE,,,,,1,,,,,,
II,Hippopotamus amphibius,tusks,,IR,1,,,1,,,,,,,
II,Hippopotamus amphibius,tusks,,IT,36,12,12,24,,,,,,,
II,Hippopotamus amphibius,tusks,,KE,,11,,,,,,,,,
II,Hippopotamus amphibius,tusks,,KW,,,,,,,12,,,,
II,Hippopotamus amphibius,tusks,,LT,,23,,,,,,,,,
II,Hippopotamus amphibius,tusks,,MN,,,2,,,,,,,,
II,Hippopotamus amphibius,tusks,,MX,12,,,1,,,2,,,,
II,Hippopotamus amphibius,tusks,,NA,,1,,,,,,,,,
II,Hippopotamus amphibius,tusks,,NO,18,13,,,,,,,,,
II,Hippopotamus amphibius,tusks,,NZ,,,12,,,,,,,,
II,Hippopotamus amphibius,tusks,,PE,,16,4,,,,,,,,
II,Hippopotamus amphibius,tusks,,PL,,,,,,4,,,,,
II,Hippopotamus amphibius,tusks,,RO,8,,,,,6,,,,,
II,Hippopotamus amphibius,tusks,,RS,,12,,,,,,,,,
II,Hippopotamus amphibius,tusks,,RU,25,12,,,24,,,,,,
II,Hippopotamus amphibius,tusks,,SE,24,,12,,,,,,,,
II,Hippopotamus amphibius,tusks,,SK,,12,,,,,,,,,
II,Hippopotamus amphibius,tusks,,SV,8,,,,,,,,,,
II,Hippopotamus amphibius,tusks,,SZ,,,,,,24,,,,,
II,Hippopotamus amphibius,tusks,,TR,1,,,,,,,,,,
II,Hippopotamus amphibius,tusks,,US,617,73,76,94,16,82,66,,,,
II,Hippopotamus amphibius,tusks,,UY,1,,,,,,,,,,
II,Hippopotamus amphibius,tusks,,VN,2,,,2,,,,,,,
II,Hippopotamus spp.,live,,ZA,6,,,,,,,,,,
II,Hippopotamus spp.,teeth,,IT,,,,4,,,,,,,
II,Hippopotamus spp.,teeth,,MW,,,,,,,,,15,,
II,Hydrictis maculicollis,skulls,,CD,,1,,,,,,,,,
II,Hydrictis maculicollis,trophies,Number of specimens,US,,,,,,,,,2,,
II,Indopacetus pacificus,specimens,g,CA,,,,,,,,18,,,
II,Indopacetus pacificus,specimens,Number of specimens,DE,,,,,,,,,6,,
II,Indopacetus pacificus,specimens,,US,2,,,,,,,,,,
II,Inia geoffrensis,specimens,ml,US,,,,,5,,,,,,
II,Inia geoffrensis,specimens,Number of specimens,NL,,,,1,,,,,,,
II,Inia geoffrensis,specimens,Number of specimens,US,,,,,5,,119,,61,,
II,Inia geoffrensis,specimens,,US,300,,,,,,,,,,
II,Kobus leche,bodies,Number of specimens,DE,,,,,,,1,,,,
II,Kobus leche,bodies,Number of specimens,FI,,,,,,,1,,,,
II,Kobus leche,bodies,,CN,,,,1,,,,,,,
II,Kobus leche,bodies,,US,,1,,,,,,,,,
II,Kobus leche,derivatives,,PL,,,,3,,,,,,,
II,Kobus leche,fur product (small),,US,,,,2,,,,,,,
II,Kobus leche,horns,Number of specimens,DE,,,,,,,,2,,,
II,Kobus leche,horns,Number of specimens,HU,,,,,,,,,2,,
II,Kobus leche,horns,Number of specimens,RU,,,,,2,,,,,,
II,Kobus leche,horns,Number of specimens,US,,,,,2,,,2,,,
II,Kobus leche,horns,Number of specimens,ZA,,,,,,1,,,,,
II,Kobus leche,horns,,BE,,1,,,,,,,,,
II,Kobus leche,horns,,DE,2,2,,,,,,,,,
II,Kobus leche,horns,,NZ,2,,,,,,,,,,
II,Kobus leche,horns,,US,,2,,,,,,,,,
II,Kobus leche,horns,,ZA,,,2,,,,,,,,
II,Kobus leche,leather products (large),Number of specimens,US,,,,,,,,7,,,
II,Kobus leche,leather products (large),,US,,,1,,,,,,,,
II,Kobus leche,leather products (small),Number of specimens,US,,,,,,,,1,,,
II,Kobus leche,leather products (small),,DE,,,,2,,,,,,,
II,Kobus leche,live,Number of specimens,AO,,,,,,,11,,28,,
II,Kobus leche,live,Number of specimens,MU,,,,,,,,,7,,
II,Kobus leche,live,Number of specimens,ZM,,,,,130,120,80,,,,
II,Kobus leche,live,,AO,,12,24,7,,,8,,,,
II,Kobus leche,live,,CD,,22,14,,,,,,,,
II,Kobus leche,live,,NA,380,50,162,,,,,,,,
II,Kobus leche,skin pieces,Number of specimens,US,,,,,,,2,1,,,
II,Kobus leche,skin pieces,,DE,,1,,,,,,,,,
II,Kobus leche,skin pieces,,US,,,2,,,,,,,,
II,Kobus leche,skins,Number of specimens,DE,,,,,,2,2,3,7,,
II,Kobus leche,skins,Number of specimens,HU,,,,,,,,,2,,
II,Kobus leche,skins,Number of specimens,RU,,,,,,2,,,2,,
II,Kobus leche,skins,Number of specimens,US,,,,,1,1,1,3,1,,
II,Kobus leche,skins,,AT,1,,,,,,,1,,,
II,Kobus leche,skins,,BE,,3,,,,,,,,,
II,Kobus leche,skins,,CL,,,1,,,,,,,,
II,Kobus leche,skins,,DE,,1,,,3,,,,,,
II,Kobus leche,skins,,DK,1,,,,,,,,,,
II,Kobus leche,skins,,FI,1,,,,,,,,,,
II,Kobus leche,skins,,HU,,,,,,,,,1,,
II,Kobus leche,skins,,NZ,1,,,,,,,,,,
II,Kobus leche,skins,,US,,,,1,,,,,,,
II,Kobus leche,skulls,Number of specimens,CA,,,,,,,,1,,,
II,Kobus leche,skulls,Number of specimens,DE,,,,,,2,2,2,,,
II,Kobus leche,skulls,Number of specimens,DK,,,,,,1,,,,,
II,Kobus leche,skulls,Number of specimens,ES,,,,,,,1,,,,
II,Kobus leche,skulls,Number of specimens,MD,,,,,,,,,1,,
II,Kobus leche,skulls,Number of specimens,RO,,,,,,1,,,,,
II,Kobus leche,skulls,Number of specimens,RS,,,,,,,,1,,,
II,Kobus leche,skulls,Number of specimens,RU,,,,,,1,1,1,,,
II,Kobus leche,skulls,Number of specimens,US,,,,1,1,6,5,6,,,
II,Kobus leche,skulls,,AU,4,,,,,,,,,,
II,Kobus leche,skulls,,BE,,,,1,,,,,,,
II,Kobus leche,skulls,,CA,,,,,,,1,,,,
II,Kobus leche,skulls,,DE,2,1,,1,2,,,,,,
II,Kobus leche,skulls,,NZ,1,,,,,,,,,,
II,Kobus leche,skulls,,US,,,1,2,,,,,,,
II,Kobus leche,skulls,,ZA,,4,,,,,2,,,,
II,Kobus leche,specimens,Number of specimens,US,,,,,,,,,1,,
II,Kobus leche,tails,Number of specimens,US,,,,,,,,1,,,
II,Kobus leche,trophies,Number of specimens,AO,,,,,,,,,1,,
II,Kobus leche,trophies,Number of specimens,AR,,,,,1,,,,,,
II,Kobus leche,trophies,Number of specimens,AT,,,,,2,3,2,3,11,,
II,Kobus leche,trophies,Number of specimens,AU,,,,2,2,3,1,10,2,,
II,Kobus leche,trophies,Number of specimens,BE,,,,,,7,,1,1,,
II,Kobus leche,trophies,Number of specimens,BG,,,,,1,,2,2,6,,
II,Kobus leche,trophies,Number of specimens,BH,,,,,,,1,,,,
II,Kobus leche,trophies,Number of specimens,BN,,,,,,,2,,,,
II,Kobus leche,trophies,Number of specimens,CA,,,,1,6,2,2,8,11,,
II,Kobus leche,trophies,Number of specimens,CH,,,,,,,,,1,,
II,Kobus leche,trophies,Number of specimens,CN,,,,,,,1,1,,,
II,Kobus leche,trophies,Number of specimens,CZ,,,,,2,5,7,3,3,,
II,Kobus leche,trophies,Number of specimens,DE,,,,,3,7,19,17,18,,
II,Kobus leche,trophies,Number of specimens,DK,,,,,1,4,2,1,4,,
II,Kobus leche,trophies,Number of specimens,ES,,,,,4,1,4,8,5,,
II,Kobus leche,trophies,Number of specimens,FR,,,,,4,,9,4,7,,
II,Kobus leche,trophies,Number of specimens,GB,,,,,2,1,,1,1,,
II,Kobus leche,trophies,Number of specimens,HR,,,,,,,,,2,,
II,Kobus leche,trophies,Number of specimens,HU,,,,,1,,9,10,7,,
II,Kobus leche,trophies,Number of specimens,IE,,,,,,,1,,,,
II,Kobus leche,trophies,Number of specimens,IT,,,,,2,2,,,1,,
II,Kobus leche,trophies,Number of specimens,KZ,,,,,,,,,1,,
II,Kobus leche,trophies,Number of specimens,LT,,,,,,,,1,,,
II,Kobus leche,trophies,Number of specimens,LU,,,,,,,1,1,,,
II,Kobus leche,trophies,Number of specimens,LV,,,,,,,1,,3,,
II,Kobus leche,trophies,Number of specimens,MD,,,,,,,,,1,,
II,Kobus leche,trophies,Number of specimens,MX,,,,,21,18,12,9,7,,
II,Kobus leche,trophies,Number of specimens,NL,,,,,,,1,1,,,
II,Kobus leche,trophies,Number of specimens,NZ,,,,,,1,,1,,,
II,Kobus leche,trophies,Number of specimens,PL,,,,,,,,2,3,,
II,Kobus leche,trophies,Number of specimens,PT,,,,,2,,2,,,,
II,Kobus leche,trophies,Number of specimens,RO,,,,,2,4,3,6,3,,
II,Kobus leche,trophies,Number of specimens,RS,,,,,,,,1,1,,
II,Kobus leche,trophies,Number of specimens,RU,,,,,15,4,7,6,13,,
II,Kobus leche,trophies,Number of specimens,SE,,,,,1,2,,9,8,,
II,Kobus leche,trophies,Number of specimens,SI,,,,,,,,,2,,
II,Kobus leche,trophies,Number of specimens,SK,,,,,2,1,3,1,11,,
II,Kobus leche,trophies,Number of specimens,TR,,,,,,,,,1,,
II,Kobus leche,trophies,Number of specimens,US,,,,323,235,240,373,374,434,,
II,Kobus leche,trophies,,AO,,1,,,,,,,,,
II,Kobus leche,trophies,,AR,1,1,1,,,,,,,,
II,Kobus leche,trophies,,AT,2,4,8,4,6,,3,7,,,
II,Kobus leche,trophies,,AU,1,2,,2,,1,,,,,
II,Kobus leche,trophies,,BE,2,2,,1,,,,,,,
II,Kobus leche,trophies,,BG,,1,1,2,1,,,,,,
II,Kobus leche,trophies,,CA,1,2,2,4,,1,,,,,
II,Kobus leche,trophies,,CH,5,1,2,,,,,,,,
II,Kobus leche,trophies,,CL,,,1,,,,,,,,
II,Kobus leche,trophies,,CN,,,1,,,,,,,,
II,Kobus leche,trophies,,CZ,2,1,2,2,,4,5,4,5,,
II,Kobus leche,trophies,,DE,17,9,8,9,5,,,,,,
II,Kobus leche,trophies,,DK,7,6,20,9,3,1,3,7,7,,
II,Kobus leche,trophies,,EE,1,,1,,,,,,,,
II,Kobus leche,trophies,,ES,1,2,3,10,6,,,,,,
II,Kobus leche,trophies,,FI,2,,,1,2,,,,,,
II,Kobus leche,trophies,,FR,2,,3,4,,,,,,,
II,Kobus leche,trophies,,GB,,,4,4,,,,,,,
II,Kobus leche,trophies,,HK,,,3,,,,,,,,
II,Kobus leche,trophies,,HU,1,3,9,16,,1,6,15,7,,
II,Kobus leche,trophies,,IS,,,,,1,,,,,,
II,Kobus leche,trophies,,IT,1,5,3,3,,,,,,,
II,Kobus leche,trophies,,KW,,,,,,,9,,,,
II,Kobus leche,trophies,,LU,,,1,1,,,,,,,
II,Kobus leche,trophies,,LV,,1,,,,,,1,2,,
II,Kobus leche,trophies,,MT,,,1,,,,,,,,
II,Kobus leche,trophies,,MU,,,,3,,,,,,,
II,Kobus leche,trophies,,MX,9,,10,6,,,,,,,
II,Kobus leche,trophies,,NL,,2,,,,,,,,,
II,Kobus leche,trophies,,NO,3,1,,1,,,,,,,
II,Kobus leche,trophies,,NP,,,,,4,,,,,,
II,Kobus leche,trophies,,NZ,1,3,2,3,,,,,,,
II,Kobus leche,trophies,,PK,,,,1,,,,,,,
II,Kobus leche,trophies,,PL,,9,3,2,,,,,,,
II,Kobus leche,trophies,,PT,,1,,1,,15,,,,,
II,Kobus leche,trophies,,RO,1,,,2,2,,,,,,
II,Kobus leche,trophies,,RU,8,4,13,6,,,2,,,,
II,Kobus leche,trophies,,SA,,1,,1,,,,,,,
II,Kobus leche,trophies,,SE,6,4,4,7,2,1,,,,,
II,Kobus leche,trophies,,SK,,2,10,3,1,1,2,1,10,,
II,Kobus leche,trophies,,TG,,1,,,,,,,,,
II,Kobus leche,trophies,,UA,,,,3,3,,,,,,
II,Kobus leche,trophies,,US,186,200,337,84,6,7,8,,,,
II,Kobus spp.,trophies,,AT,,,,,1,,,,,,
II,Kogia breviceps,bone pieces,,US,,,,5,,,,,,,
II,Kogia breviceps,bones,,ES,,,3,,,,,,,,
II,Kogia breviceps,meat,g,KR,,,,,,,,,15.12,,
II,Kogia breviceps,skins,Number of specimens,NZ,,,,,,,,20,,,
II,Kogia breviceps,skins,,US,,,,,,,,,10,,
II,Kogia breviceps,skulls,,CA,,,1,,,,,,,,
II,Kogia breviceps,skulls,,MX,1,,,,,,,,,,
II,Kogia breviceps,skulls,,US,,,,2,,,,,,,
II,Kogia breviceps,specimens,g,DK,,,,,,0.1,,,,,
II,Kogia breviceps,specimens,g,IT,,,,,,,250,,,,
II,Kogia breviceps,specimens,g,SE,,5,,,,,,,,,
II,Kogia breviceps,specimens,Number of specimens,KR,,,,,,,,,18,,
II,Kogia breviceps,specimens,Number of specimens,US,,,,,50,,50,,,,
II,Kogia breviceps,specimens,,CA,,3,,,,,,,,,
II,Kogia breviceps,specimens,,ES,,,3,,,,,,,,
II,Kogia breviceps,specimens,,MX,1,,,,,,,,,,
II,Kogia breviceps,specimens,,US,3,,1,60,,,,,,,
II,Kogia sima,bone pieces,,US,,,,5,,,,,,,
II,Kogia sima,bones,,ES,,,3,,,,,,,,
II,Kogia sima,skins,,US,,,,,,,,,35,,
II,Kogia sima,skulls,,US,,,,2,,,,,,,
II,Kogia sima,specimens,g,KR,,,,,,,,,24.355,,
II,Kogia sima,specimens,ml,US,,,,,4,,,,,,
II,Kogia sima,specimens,Number of specimens,GR,,,,,,29,,,,,
II,Kogia sima,specimens,Number of specimens,KR,,,,,,,,,18,,
II,Kogia sima,specimens,Number of specimens,US,,,,,4,18,,,,,
II,Kogia sima,specimens,,ES,,,3,,,,,,,,
II,Kogia sima,specimens,,US,,,,60,,,,,,,
II,Kogia spp.,specimens,,DK,,,,,2,2,,,,,
II,Lagenodelphis hosei,bone pieces,,US,,,,20,,,,,,,
II,Lagenodelphis hosei,bones,Number of specimens,US,,,,,,,,1,,,
II,Lagenodelphis hosei,bones,,ES,,,30,,,,,,,,
II,Lagenodelphis hosei,skulls,,US,,,,5,,,,,,,
II,Lagenodelphis hosei,specimens,Number of specimens,CA,,,,7,,,,,,,
II,Lagenodelphis hosei,specimens,Number of specimens,FR,,,,,,1,1,,,,
II,Lagenodelphis hosei,specimens,Number of specimens,US,,,,,,,6,17,41,,
II,Lagenodelphis hosei,specimens,,ES,,,30,120,,,,,,,
II,Lagenodelphis hosei,specimens,,US,7,,,60,,,,,,,
II,Lagenodelphis hosei,teeth,Number of specimens,US,,,,,5,,,1,,,
II,Lagenodelphis hosei,teeth,,US,,,,,5,,,,,,
II,Lagenorhynchus acutus,skin pieces,Number of specimens,ES,,,,,,,7,,,,
II,Lagenorhynchus acutus,specimens,g,CA,,,,,,,120,,,,
II,Lagenorhynchus acutus,specimens,kg,DK,,,,,,11,,,,,
II,Lagenorhynchus acutus,specimens,kg,US,,,,,,,,10.5,,,
II,Lagenorhynchus acutus,specimens,Number of specimens,AU,,,,,,94,,,,,
II,Lagenorhynchus acutus,specimens,Number of specimens,BE,,,,,,,30,,,,
II,Lagenorhynchus acutus,specimens,Number of specimens,US,,,,,50,,50,,,,
II,Lagenorhynchus acutus,specimens,,US,,,3,,,,,,,,
II,Lagenorhynchus albirostris,bones,Number of specimens,FO,,,,,,,,,20,,
II,Lagenorhynchus albirostris,skulls,Number of specimens,SE,,,,,,1,1,,1,,
II,Lagenorhynchus albirostris,specimens,g,CA,,,,390,,,500,,,,
II,Lagenorhynchus albirostris,specimens,g,DK,,,200,,,,,,,,
II,Lagenorhynchus albirostris,specimens,g,SE,,725,,,400,,70,,,,
II,Lagenorhynchus albirostris,specimens,g,US,,800,,,,,,,,,
II,Lagenorhynchus albirostris,specimens,kg,DE,,,,,,,,,1,,
II,Lagenorhynchus albirostris,specimens,kg,DK,,,0.2,,,17,,,1,,
II,Lagenorhynchus albirostris,specimens,kg,ES,,,,0.05,,,,,,,
II,Lagenorhynchus albirostris,specimens,kg,US,,6,,,,,,,,,
II,Lagenorhynchus albirostris,specimens,Number of specimens,AU,,,,,,,188,,,,
II,Lagenorhynchus albirostris,specimens,Number of specimens,DK,,,,,,,,,80,,
II,Lagenorhynchus albirostris,specimens,Number of specimens,FO,,,,,,,,,66,,
II,Lagenorhynchus albirostris,specimens,Number of specimens,US,,,,,50,,50,,,,
II,Lagenorhynchus albirostris,specimens,,DK,,4,,,,,,,,,
II,Lagenorhynchus albirostris,specimens,,US,,,3,,,,,,,,
II,Lagenorhynchus albirostris,teeth,g,DK,,,,,,,,,200,,
II,Lagenorhynchus albirostris,teeth,Number of specimens,FO,,,,,,,,,80,,
II,Lagenorhynchus australis,skin pieces,,US,,60,,,,,,,,,
II,Lagenorhynchus australis,specimens,,US,,60,,,,,,,,,
II,Lagenorhynchus cruciger,bones,kg,US,,,,,,,,0.087,,,
II,Lagenorhynchus cruciger,skins,g,NZ,,,,10,,,,,,,
II,Lagenorhynchus cruciger,skulls,kg,US,,,,,,,,0.389,,,
II,Lagenorhynchus cruciger,specimens,g,NZ,,,,44,,,,,,,
II,Lagenorhynchus cruciger,specimens,kg,NZ,,,,0.054,,,,,,,
II,Lagenorhynchus cruciger,specimens,Number of specimens,US,,,,,,,,125,,,
II,Lagenorhynchus cruciger,specimens,,DK,,,,,1,2,1,,,,
II,Lagenorhynchus cruciger,teeth,kg,US,,,,,,,,0.011,,,
II,Lagenorhynchus obliquidens,live,Number of specimens,BH,,,,,,,,3,,,
II,Lagenorhynchus obliquidens,live,Number of specimens,CN,,,,,,15,12,10,14,,
II,Lagenorhynchus obliquidens,live,Number of specimens,SA,,,,,,,,,3,,
II,Lagenorhynchus obliquidens,live,Number of specimens,US,,,,,1,1,,,,,
II,Lagenorhynchus obliquidens,live,,CN,,17,14,11,,,,,,,
II,Lagenorhynchus obliquidens,live,,RU,5,,4,,,,,,,,
II,Lagenorhynchus obliquidens,specimens,g,US,,,,,,,,,10,,
II,Lagenorhynchus obliquidens,specimens,ml,US,420,167,1412,1412,,,,,,,
II,Lagenorhynchus obliquidens,specimens,Number of specimens,US,,,,,,,2,,,,
II,Lagenorhynchus obliquidens,specimens,,US,5,,,,,,,,,,
II,Lagenorhynchus obscurus,bone carvings,,CA,,,1,,,,,,,,
II,Lagenorhynchus obscurus,specimens,Number of specimens,DE,,,,,,,,10,,,
II,Lagenorhynchus obscurus,specimens,,US,10,,1,,,,,,,,
II,Lagenorhynchus obscurus,teeth,Number of specimens,DK,,,,,,,1,,,,
II,Lagothrix cana,powder,,US,,2,,,,,,,,,
II,Lagothrix cana,specimens,ml,US,2,,,,,,,,,,
II,Lagothrix cana,specimens,Number of specimens,DE,,,,,,,,4,,,
II,Lagothrix cana,specimens,,US,,2,,,,,,,,,
II,Lagothrix lagotricha,bodies,Number of specimens,CN,,,,,,,,,1,,
II,Lagothrix lagotricha,bodies,,CN,,,,,,,,,1,,
II,Lagothrix lagotricha,hair,Number of specimens,CO,,,,,,,4,,,,
II,Lagothrix lagotricha,hair,,US,,3,,,,,,,,,
II,Lagothrix lagotricha,powder,,US,,6,,,,,,,,,
II,Lagothrix lagotricha,skins,Number of specimens,CN,,,,,,,4,2,,,
II,Lagothrix lagotricha,specimens,g,US,,,,,,,,,31,,
II,Lagothrix lagotricha,specimens,ml,DE,,,,500,,,,,,,
II,Lagothrix lagotricha,specimens,ml,NL,0.6,,,,,,,,,,
II,Lagothrix lagotricha,specimens,ml,US,144,,,,,,,,57,,
II,Lagothrix lagotricha,specimens,Number of specimens,CN,,,,,,2,,,,,
II,Lagothrix lagotricha,specimens,Number of specimens,CO,,,,,,,5,,,,
II,Lagothrix lagotricha,specimens,Number of specimens,DE,,,,,,60,60,,,,
II,Lagothrix lagotricha,specimens,Number of specimens,GB,,,,,,19,,,,,
II,Lagothrix lagotricha,specimens,Number of specimens,US,,,,,,156,54,,,,
II,Lagothrix lagotricha,specimens,,US,,16,,10,,,,,,,
II,Lagothrix poeppigii,specimens,g,BR,,81,,,,,,,,,
II,Lagothrix poeppigii,specimens,kg,ES,1.54,,,,,,,,,,
II,Lagothrix poeppigii,specimens,ml,NL,0.3,,,,,,,,,,
II,Lagothrix poeppigii,specimens,Number of specimens,DE,,,,,126,,,,,,
II,Lagothrix poeppigii,specimens,Number of specimens,ES,,,,,220,,,,,,
II,Lagothrix poeppigii,specimens,Number of specimens,US,,,,,,,10,,,,
II,Lagothrix poeppigii,specimens,,BR,,81,,,,,,,,,
II,Lagothrix poeppigii,specimens,,DE,,,,,126,,,,,,
II,Lagothrix poeppigii,specimens,,ES,,,,,245,,,,,,
II,Lagothrix poeppigii,specimens,,US,14,5,2,,,,,,,,
II,Lagothrix spp.,specimens,ml,US,6,,,,,,,,,,
II,Lama guanicoe,cloth,g,AE,,,,,26,,,,,,
II,Lama guanicoe,cloth,g,JP,,,,,,39,,,,,
II,Lama guanicoe,cloth,g,KR,,,,,,13,,,,,
II,Lama guanicoe,cloth,kg,AE,,,,,0.013,,,,,,
II,Lama guanicoe,cloth,kg,CN,,,,,0.038972,,,,,,
II,Lama guanicoe,cloth,kg,HK,,,,,0.013,0.013,,,,,
II,Lama guanicoe,cloth,kg,JP,,1.7492,,,0.039,,,,,,
II,Lama guanicoe,cloth,kg,KR,,,,,0.013,,,,,,
II,Lama guanicoe,cloth,kg,KW,,,,,0.013,,,,,,
II,Lama guanicoe,cloth,kg,LB,,,0.08,,,,,,,,
II,Lama guanicoe,cloth,kg,US,,0.58,,,0.013,,0.013,,,,
II,Lama guanicoe,cloth,m,JP,103.75,,,,,,,,,,
II,Lama guanicoe,cloth,m2,IN,,3,,,,,,,,,
II,Lama guanicoe,cloth,Number of specimens,KR,,,,,26,,,,,,
II,Lama guanicoe,cloth,,AE,4,,,,,,,,,,
II,Lama guanicoe,cloth,,AU,2,,,,,,,,,,
II,Lama guanicoe,cloth,,BR,2,,,,,,,,,,
II,Lama guanicoe,cloth,,CA,2,,,,,,,,,,
II,Lama guanicoe,cloth,,CH,6,,,,,,,,,,
II,Lama guanicoe,cloth,,CN,18,1,,,,,,,,,
II,Lama guanicoe,cloth,,HK,4,,,,,,,,,,
II,Lama guanicoe,cloth,,JP,8,,,,,,,,,,
II,Lama guanicoe,cloth,,KW,2,,,,,,,,,,
II,Lama guanicoe,cloth,,MY,2,,,,,,,,,,
II,Lama guanicoe,cloth,,QA,2,,,,,,,,,,
II,Lama guanicoe,cloth,,RU,97,2,,,,,,,,,
II,Lama guanicoe,cloth,,SG,2,,,,,,,,,,
II,Lama guanicoe,cloth,,TH,2,,,,,,,,,,
II,Lama guanicoe,cloth,,TR,4,,,,,,,,,,
II,Lama guanicoe,cloth,,TW,2,,,,,,,,,,
II,Lama guanicoe,cloth,,US,21,2,,,,,,,,,
II,Lama guanicoe,cloth,,ZA,2,,,,,,,,,,
II,Lama guanicoe,fibres,kg,IT,,1,166.5,,,305.8,,253.5,229,,
II,Lama guanicoe,fibres,kg,PE,151.14,,,,,,,,,,
II,Lama guanicoe,fibres,,PE,,,,1,,,,,,,
II,Lama guanicoe,fur products (large),Number of specimens,CH,,,,,,5,,,,,
II,Lama guanicoe,garments,Number of specimens,AU,,,,12,,,,,,,
II,Lama guanicoe,garments,Number of specimens,BY,,,,,,,,3,,,
II,Lama guanicoe,garments,Number of specimens,CH,,,,4,1,,,,,,
II,Lama guanicoe,garments,Number of specimens,CL,,,,4,,,,,,,
II,Lama guanicoe,garments,Number of specimens,CN,,,,1,,,1,,,,
II,Lama guanicoe,garments,Number of specimens,DE,,,,,1,,,,,,
II,Lama guanicoe,garments,Number of specimens,HK,,,,,,5,1,,,,
II,Lama guanicoe,garments,Number of specimens,IT,,,,,1,,,,,,
II,Lama guanicoe,garments,Number of specimens,JP,,,,,,,,,1,,
II,Lama guanicoe,garments,Number of specimens,KR,,,,5,,,,,,,
II,Lama guanicoe,garments,Number of specimens,MC,,,,,,1,,,,,
II,Lama guanicoe,garments,Number of specimens,RU,,,,,,12,,,,,
II,Lama guanicoe,garments,Number of specimens,US,,,,5,2,3,2,,,,
II,Lama guanicoe,garments,,CA,6,3,,1,,,,,,,
II,Lama guanicoe,garments,,CH,15,,,2,,,,,,,
II,Lama guanicoe,garments,,CL,40,35,36,,,,,,,,
II,Lama guanicoe,garments,,CN,3,3,1,,,,,,,,
II,Lama guanicoe,garments,,CO,6,,,,,,,,,,
II,Lama guanicoe,garments,,DE,4,9,,,,,,,,,
II,Lama guanicoe,garments,,FR,2,,,,,,,,,,
II,Lama guanicoe,garments,,HK,2,,1,,,,,,,,
II,Lama guanicoe,garments,,JP,2,,,,,,,,,,
