App.,Taxon,Term,Unit,Country,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
II,Hippopotamus amphibius,leather products (small),,SG,,,2,,,,,,,,
II,Hippopotamus amphibius,leather products (small),,TR,2,4,,,,,,,,,
II,Hippopotamus amphibius,leather products (small),,US,915,505,1011,219,314,69,6,,,,
II,Hippopotamus amphibius,leather products (small),,UZ,,,,2,,,,,,,
II,Hippopotamus amphibius,leather products (small),,XX,,1,,,,,,,,,
II,Hippopotamus amphibius,leather products (small),,ZM,3,30,49,,,,,,,,
II,Hippopotamus amphibius,live,Number of specimens,GH,,,,,,2,,,,,
II,Hippopotamus amphibius,live,Number of specimens,LY,,,,,,,,8,,,
II,Hippopotamus amphibius,live,Number of specimens,NA,,,,,,,,,30,,
II,Hippopotamus amphibius,live,,AE,4,,,,,,,,,,
II,Hippopotamus amphibius,live,,CD,,,,1,,,,,,,
II,Hippopotamus amphibius,live,,CN,,,,,5,,,,,,
II,Hippopotamus amphibius,live,,GH,,,,,,2,,,,,
II,Hippopotamus amphibius,live,,MZ,,5,,,,,,,,,
II,Hippopotamus amphibius,live,,NA,15,,,,,,,,,,
II,Hippopotamus amphibius,live,,VN,2,,,2,12,,,,,,
II,Hippopotamus amphibius,live,,ZA,,,,9,,,,,,,
II,Hippopotamus amphibius,meat,Number of specimens,US,,,,,,,,,1,,
II,Hippopotamus amphibius,sides,Number of specimens,FR,,,,,1,,,,,,
II,Hippopotamus amphibius,sides,,NO,1,5,,,,,,,,,
II,Hippopotamus amphibius,skeletons,,DE,,,1,,,,,,,,
II,Hippopotamus amphibius,skeletons,,MX,,,1,,,,,,,,
II,Hippopotamus amphibius,skin pieces,kg,BE,,,,0.5,,,,,,,
II,Hippopotamus amphibius,skin pieces,kg,HK,,,,,,,,0.05,,,
II,Hippopotamus amphibius,skin pieces,kg,XV,,,,,,,,,0.52,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,AT,,,,,3,,,,4,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,CH,,,,,,1,5,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,DE,,,,,,,9,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,ES,,,,,,,4,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,FR,,,,,2,6,,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,GB,,,,,,10,,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,HU,,,,,,,4,,4,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,IT,,,,,,,133,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,JP,,,,,,,38,,40,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,MX,,,,,498,342,72,511,140,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,RU,,,,,,2,,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,SK,,,,,2,,,,,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,US,,,,437,133,527,1013,1211,1150,,
II,Hippopotamus amphibius,skin pieces,Number of specimens,ZA,,,,,156,,,124,,,
II,Hippopotamus amphibius,skin pieces,,AE,2,,,1,,,,,,,
II,Hippopotamus amphibius,skin pieces,,AT,,8,,1,,,,,,,
II,Hippopotamus amphibius,skin pieces,,AU,,,,2,,,,,,,
II,Hippopotamus amphibius,skin pieces,,BE,1,,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,BR,2,23,23,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,DE,,,4,1,,,,,,,
II,Hippopotamus amphibius,skin pieces,,ES,,,4,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,FR,4,34,22,3,,,,,,,
II,Hippopotamus amphibius,skin pieces,,IT,24,20,74,51,,,,,,,
II,Hippopotamus amphibius,skin pieces,,JP,,47,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,KE,,1,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,MX,,260,963,61,,,,,,,
II,Hippopotamus amphibius,skin pieces,,NO,1,,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,RO,2,,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,RU,6,,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,SA,,7,,1,,,,,,,
II,Hippopotamus amphibius,skin pieces,,SE,,,1,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,SK,,,2,2,,,,,,,
II,Hippopotamus amphibius,skin pieces,,UA,,3,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,US,701,940,236,340,,4,8,,,,
II,Hippopotamus amphibius,skin pieces,,VN,,89,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,XX,,1,,,,,,,,,
II,Hippopotamus amphibius,skin pieces,,ZA,,,,4,,,,,,,
II,Hippopotamus amphibius,skins,m2,SA,,,,,,,13,,,,
II,Hippopotamus amphibius,skins,Number of specimens,AE,,,,,,1,,,,,
II,Hippopotamus amphibius,skins,Number of specimens,AU,,,,2,,1,,,,,
II,Hippopotamus amphibius,skins,Number of specimens,BG,,,,,,,,8,,,
II,Hippopotamus amphibius,skins,Number of specimens,BR,,,,,,,,10,,,
II,Hippopotamus amphibius,skins,Number of specimens,CH,,,,,1,,,,3,,
II,Hippopotamus amphibius,skins,Number of specimens,CN,,,,,,4,,,2,,
II,Hippopotamus amphibius,skins,Number of specimens,DE,,,,,,,14,,,,
II,Hippopotamus amphibius,skins,Number of specimens,ES,,,,,,6,4,,,,
II,Hippopotamus amphibius,skins,Number of specimens,FR,,,,,,6,,,7,,
II,Hippopotamus amphibius,skins,Number of specimens,GB,,,,,,,,1,,,
II,Hippopotamus amphibius,skins,Number of specimens,IT,,,,,,,118,,136,,
II,Hippopotamus amphibius,skins,Number of specimens,JP,,,,,105,68,22,14,,,
II,Hippopotamus amphibius,skins,Number of specimens,KR,,,,,,,,,1,,
II,Hippopotamus amphibius,skins,Number of specimens,MN,,,,,,,15,,,,
II,Hippopotamus amphibius,skins,Number of specimens,MX,,,,,336,,247,242,,,
II,Hippopotamus amphibius,skins,Number of specimens,RU,,,,,,,,,1,,
II,Hippopotamus amphibius,skins,Number of specimens,SK,,,,,,,,,1,,
II,Hippopotamus amphibius,skins,Number of specimens,US,,,,161,68,151,147,145,222,,
II,Hippopotamus amphibius,skins,Number of specimens,XX,,,,,,,1,1,,,
II,Hippopotamus amphibius,skins,,AR,,,5,,,,,,,,
II,Hippopotamus amphibius,skins,,AT,1,2,4,12,,1,,,,,
II,Hippopotamus amphibius,skins,,AU,,,,,1,3,,,,,
II,Hippopotamus amphibius,skins,,CA,5,,1,1,,,,,,,
II,Hippopotamus amphibius,skins,,CD,,,1,,,,,,,,
II,Hippopotamus amphibius,skins,,CH,1,,,,1,,,,,,
II,Hippopotamus amphibius,skins,,CN,83,11,7,3,1,,,,,,
II,Hippopotamus amphibius,skins,,DE,,4,1,,,,,,,,
II,Hippopotamus amphibius,skins,,DK,,2,,,,,,,,,
II,Hippopotamus amphibius,skins,,ES,,1,6,,,,,,,,
II,Hippopotamus amphibius,skins,,FI,,,2,,,,,,,,
II,Hippopotamus amphibius,skins,,FR,2,30,21,3,,,,,,,
II,Hippopotamus amphibius,skins,,GB,2,,,,,,,,1,,
II,Hippopotamus amphibius,skins,,GT,,23,,,,,,,,,
II,Hippopotamus amphibius,skins,,HK,,,1,,,,,,,,
II,Hippopotamus amphibius,skins,,IN,1,,,,,,,,,,
II,Hippopotamus amphibius,skins,,IT,35,20,80,45,,,,,,,
II,Hippopotamus amphibius,skins,,JP,,54,,6,,,,,,,
II,Hippopotamus amphibius,skins,,KW,,,,,,,2,,,,
II,Hippopotamus amphibius,skins,,MX,742,,909,,,,,,,,
II,Hippopotamus amphibius,skins,,MZ,,2,,,,,,,,,
II,Hippopotamus amphibius,skins,,NO,6,,,,,,,,,,
II,Hippopotamus amphibius,skins,,NZ,,,1,,,,,,,,
II,Hippopotamus amphibius,skins,,PA,,2,,,,,,,,,
II,Hippopotamus amphibius,skins,,RS,,1,,,,,,,,,
II,Hippopotamus amphibius,skins,,RU,9,,,,,,,,,,
II,Hippopotamus amphibius,skins,,SE,1,1,,,,,,,,,
II,Hippopotamus amphibius,skins,,SV,2,,,,,,,,,,
II,Hippopotamus amphibius,skins,,US,261,1218,143,267,2,4,,,,,
II,Hippopotamus amphibius,skins,,XX,,1,,,,,,,,,
II,Hippopotamus amphibius,skins,,ZA,,,,2,,,,,,,
II,Hippopotamus amphibius,skins,,ZM,,4,,,,,,,,,
II,Hippopotamus amphibius,skins,,ZW,,,,,,49,,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,AT,,,,,,3,1,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,AU,,,,1,,2,,1,,,
II,Hippopotamus amphibius,skulls,Number of specimens,BE,,,,,8,,,2,19,,
II,Hippopotamus amphibius,skulls,Number of specimens,BR,,,,,,1,,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,CA,,,,,,,,1,1,,
II,Hippopotamus amphibius,skulls,Number of specimens,CH,,,,3,,6,2,5,5,,
II,Hippopotamus amphibius,skulls,Number of specimens,CN,,,,,,1,,,5,,
II,Hippopotamus amphibius,skulls,Number of specimens,DE,,,,,1,3,,4,4,,
II,Hippopotamus amphibius,skulls,Number of specimens,ES,,,,,1,3,,1,,,
II,Hippopotamus amphibius,skulls,Number of specimens,FR,,,,,,1,1,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,GB,,,,,7,2,1,,1,,
II,Hippopotamus amphibius,skulls,Number of specimens,MX,,,,,,,,2,4,,
II,Hippopotamus amphibius,skulls,Number of specimens,NL,,,,,,,3,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,NZ,,,,,,,,,3,,
II,Hippopotamus amphibius,skulls,Number of specimens,RU,,,,,1,1,,,,,
II,Hippopotamus amphibius,skulls,Number of specimens,SE,,,,,,1,,1,2,,
II,Hippopotamus amphibius,skulls,Number of specimens,TW,,,,,,,,,2,,
II,Hippopotamus amphibius,skulls,Number of specimens,US,,,,6,4,24,14,6,8,,
II,Hippopotamus amphibius,skulls,,AE,,1,1,2,1,,,,,,
II,Hippopotamus amphibius,skulls,,AT,,,,,,,,2,,,
II,Hippopotamus amphibius,skulls,,AU,2,,,,2,1,1,,,,
II,Hippopotamus amphibius,skulls,,BE,1,3,,,5,,,,,,
II,Hippopotamus amphibius,skulls,,CA,,,,2,1,,,,,,
II,Hippopotamus amphibius,skulls,,CH,1,1,2,1,1,6,2,,,,
II,Hippopotamus amphibius,skulls,,CL,1,,,,,,,,,,
II,Hippopotamus amphibius,skulls,,CN,,9,1,,,4,,,,,
II,Hippopotamus amphibius,skulls,,DE,,1,1,1,,,,,,,
II,Hippopotamus amphibius,skulls,,DK,,,2,,,,,,,,
II,Hippopotamus amphibius,skulls,,ES,1,2,2,,2,,,,,,
II,Hippopotamus amphibius,skulls,,FI,1,,,,,,,,,,
II,Hippopotamus amphibius,skulls,,FR,3,5,2,1,,,,,,,
II,Hippopotamus amphibius,skulls,,GB,5,4,3,6,1,,,,,,
II,Hippopotamus amphibius,skulls,,HU,13,,,,,,,,,,
II,Hippopotamus amphibius,skulls,,IT,,1,,,,,5,,,,
II,Hippopotamus amphibius,skulls,,JP,,4,4,,,,,,,,
II,Hippopotamus amphibius,skulls,,LV,,,,1,,,,,,,
II,Hippopotamus amphibius,skulls,,MA,,,1,,,,,,,,
II,Hippopotamus amphibius,skulls,,MX,,1,3,,,,,,,,
II,Hippopotamus amphibius,skulls,,NO,,2,,,,,,,,,
II,Hippopotamus amphibius,skulls,,NZ,,,1,,,,1,,,,
II,Hippopotamus amphibius,skulls,,QA,,,1,,,,,,,,
II,Hippopotamus amphibius,skulls,,RS,,1,,,,,,,,,
II,Hippopotamus amphibius,skulls,,TH,,1,,,,,,,,,
II,Hippopotamus amphibius,skulls,,UA,,,2,2,,,,,,,
II,Hippopotamus amphibius,skulls,,US,18,13,14,13,1,7,2,,,,
II,Hippopotamus amphibius,specimens,ml,PT,,,2,,,,,,,,
II,Hippopotamus amphibius,specimens,Number of specimens,DE,,,,,8,,14,,35,,
II,Hippopotamus amphibius,specimens,Number of specimens,DK,,,,,,,25,,,,
II,Hippopotamus amphibius,specimens,Number of specimens,US,,,,,,,,160,1,,
II,Hippopotamus amphibius,specimens,,CN,,9,,,,,,,,,
II,Hippopotamus amphibius,specimens,,DE,,,,,8,,,,,,
II,Hippopotamus amphibius,specimens,,DK,,,,,,,25,,,,
II,Hippopotamus amphibius,specimens,,FR,,,,4,,,,,,,
II,Hippopotamus amphibius,specimens,,SG,2,,,,,,,,,,
II,Hippopotamus amphibius,specimens,,TR,,,,,5,,,,,,
II,Hippopotamus amphibius,specimens,,US,,,,,,,,,16,,
II,Hippopotamus amphibius,tails,Number of specimens,CZ,,,,,,,,1,,,
II,Hippopotamus amphibius,tails,Number of specimens,US,,,,,2,1,1,,1,,
II,Hippopotamus amphibius,tails,,ES,2,,,,,,,,,,
II,Hippopotamus amphibius,tails,,IT,2,,,,,,,,,,
II,Hippopotamus amphibius,tails,,US,3,1,,,1,,,,,,
II,Hippopotamus amphibius,teeth,kg,CN,1200,,,,,,,600,2924,,
II,Hippopotamus amphibius,teeth,kg,HK,1000,,3570,,500,,,490,1990.3,,
II,Hippopotamus amphibius,teeth,kg,ID,,,,,,,,10,9.7,,
II,Hippopotamus amphibius,teeth,kg,MY,,,,,,,,,15,,
II,Hippopotamus amphibius,teeth,kg,VN,500,,,,,,,,,,
II,Hippopotamus amphibius,teeth,kg,ZA,,,,200,,,,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,AE,,,,,,,,,5,,
II,Hippopotamus amphibius,teeth,Number of specimens,AT,,,,,30,36,12,24,26,,
II,Hippopotamus amphibius,teeth,Number of specimens,AU,,,,49,11,10,22,12,4,,
II,Hippopotamus amphibius,teeth,Number of specimens,BE,,,,,36,47,,,1,,
II,Hippopotamus amphibius,teeth,Number of specimens,BG,,,,,48,,,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,CA,,,,,11,,24,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,CH,,,,,18,36,24,12,12,,
II,Hippopotamus amphibius,teeth,Number of specimens,CN,,,,,,,,,2,,
II,Hippopotamus amphibius,teeth,Number of specimens,CZ,,,,,1,,,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,DE,,,,,,71,24,72,103,,
II,Hippopotamus amphibius,teeth,Number of specimens,DK,,,,,,,,12,12,,
II,Hippopotamus amphibius,teeth,Number of specimens,ES,,,,,72,61,24,93,60,,
II,Hippopotamus amphibius,teeth,Number of specimens,FR,,,,,76,23,1,24,24,,
II,Hippopotamus amphibius,teeth,Number of specimens,GB,,,,,,8,8,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,HU,,,,,12,,,,1,,
II,Hippopotamus amphibius,teeth,Number of specimens,IT,,,,,,,11,12,,,
II,Hippopotamus amphibius,teeth,Number of specimens,LU,,,,,12,,,12,,,
II,Hippopotamus amphibius,teeth,Number of specimens,LV,,,,,,,,24,,,
II,Hippopotamus amphibius,teeth,Number of specimens,MN,,,,,,,1,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,MX,,,,,12,2,12,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,NZ,,,,,,,,,12,,
II,Hippopotamus amphibius,teeth,Number of specimens,PA,,,,,,,12,,2,,
II,Hippopotamus amphibius,teeth,Number of specimens,PL,,,,,,4,,12,12,,
II,Hippopotamus amphibius,teeth,Number of specimens,RU,,,,,,,,12,,,
II,Hippopotamus amphibius,teeth,Number of specimens,SA,,,,,,,,4,1,,
II,Hippopotamus amphibius,teeth,Number of specimens,SE,,,,,,14,12,,2,,
II,Hippopotamus amphibius,teeth,Number of specimens,SK,,,,,12,,,,,,
II,Hippopotamus amphibius,teeth,Number of specimens,US,,,,138,169,142,234,199,192,,
II,Hippopotamus amphibius,teeth,Number of specimens,UY,,,,,,,,,2,,
II,Hippopotamus amphibius,teeth,Number of specimens,VN,,,,,,,,,1,,
II,Hippopotamus amphibius,teeth,Number of specimens,ZA,,,,,2,,11,,,,
II,Hippopotamus amphibius,teeth,,AE,11,,,,,1,1,,,,
II,Hippopotamus amphibius,teeth,,AR,,12,22,,,,,,,,
II,Hippopotamus amphibius,teeth,,AT,58,23,48,60,78,26,,48,,,
II,Hippopotamus amphibius,teeth,,AU,,,,12,,12,,,,,
II,Hippopotamus amphibius,teeth,,BE,19,7,,,,,,,,,
II,Hippopotamus amphibius,teeth,,BG,,,,12,,,,,,,
II,Hippopotamus amphibius,teeth,,CA,1,,2,,,,,,,,
II,Hippopotamus amphibius,teeth,,CH,32,,9,,6,,,,,,
II,Hippopotamus amphibius,teeth,,CN,2,6,,,,,,,,,
II,Hippopotamus amphibius,teeth,,CZ,,,,,4,,1,,,,
II,Hippopotamus amphibius,teeth,,DE,72,48,84,122,12,,,,,,
II,Hippopotamus amphibius,teeth,,DK,,14,12,1,,,,,,,
II,Hippopotamus amphibius,teeth,,ES,107,36,36,24,24,,,,,,
II,Hippopotamus amphibius,teeth,,FI,,,,,12,,,,,,
II,Hippopotamus amphibius,teeth,,FR,439,60,60,28,12,3,12,,12,,
II,Hippopotamus amphibius,teeth,,GB,48,,11,11,,,,,,,
II,Hippopotamus amphibius,teeth,,HK,,,8570,,,,,,,,
II,Hippopotamus amphibius,teeth,,HU,24,12,12,10,,,,,,,
II,Hippopotamus amphibius,teeth,,IN,,,,,,1,,,,,
II,Hippopotamus amphibius,teeth,,IS,13,,,,,,,,,,
II,Hippopotamus amphibius,teeth,,IT,12,25,,72,,,,,,,
II,Hippopotamus amphibius,teeth,,KE,,,12,,,,,,,,
II,Hippopotamus amphibius,teeth,,KZ,,,,,,12,,,,,
II,Hippopotamus amphibius,teeth,,LI,,,,,,,12,,,,
II,Hippopotamus amphibius,teeth,,LU,,,,,12,,,,,,
II,Hippopotamus amphibius,teeth,,LV,,,,,,,,12,,,
II,Hippopotamus amphibius,teeth,,MA,,,24,,,,,,,,
II,Hippopotamus amphibius,teeth,,MX,13,,6,,,,,,,,
II,Hippopotamus amphibius,teeth,,NG,,,12,,,,,,,,
II,Hippopotamus amphibius,teeth,,NO,,12,,,,,,,,,
II,Hippopotamus amphibius,teeth,,PA,,12,12,,,,,,1,,
II,Hippopotamus amphibius,teeth,,RO,12,,,,,,,,,,
II,Hippopotamus amphibius,teeth,,RU,64,4,,12,,,,,,,
II,Hippopotamus amphibius,teeth,,SA,,12,2,24,,,,,,,
II,Hippopotamus amphibius,teeth,,SE,23,,13,,,,,,12,,
II,Hippopotamus amphibius,teeth,,SK,,,,,,12,,,,,
II,Hippopotamus amphibius,teeth,,TR,12,,,,,,,,,,
II,Hippopotamus amphibius,teeth,,UA,,12,,,,,,,,,
II,Hippopotamus amphibius,teeth,,US,690,364,205,197,,300,303,,,,
II,Hippopotamus amphibius,teeth,,XX,,12,,12,,,,,,,
II,Hippopotamus amphibius,teeth,,ZA,,80,,72,,,,,,,
II,Hippopotamus amphibius,trophies,kg,ZA,,2,,,,,,,,,
II,Hippopotamus amphibius,trophies,Number of specimens,AE,,,,,1,1,,2,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,AR,,,,,3,,,5,,,
II,Hippopotamus amphibius,trophies,Number of specimens,AT,,,,,8,9,,7,5,,
II,Hippopotamus amphibius,trophies,Number of specimens,AU,,,3,3,3,7,3,10,3,,
II,Hippopotamus amphibius,trophies,Number of specimens,BE,,,,,4,2,4,3,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,BG,,,,,10,4,3,3,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,BJ,,,,,,,,,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,BR,,,,,,3,4,,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,BW,,,,,,,,1,,,
II,Hippopotamus amphibius,trophies,Number of specimens,CA,,,,,2,2,1,6,10,,
II,Hippopotamus amphibius,trophies,Number of specimens,CH,,,,4,5,2,3,1,16,,
II,Hippopotamus amphibius,trophies,Number of specimens,CN,,,,,1,1,,1,,,
II,Hippopotamus amphibius,trophies,Number of specimens,CZ,,,,,1,3,,5,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,DE,,,,,11,17,8,20,21,,
II,Hippopotamus amphibius,trophies,Number of specimens,DK,,,,,1,2,2,19,13,,
II,Hippopotamus amphibius,trophies,Number of specimens,EC,,,,,,,1,,,,
II,Hippopotamus amphibius,trophies,Number of specimens,EE,,,,,,,,,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,ES,,,,,5,21,13,41,27,,
II,Hippopotamus amphibius,trophies,Number of specimens,FI,,,,,,,,,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,FR,,,,,8,37,9,9,3,,
II,Hippopotamus amphibius,trophies,Number of specimens,GB,,,,,2,2,2,1,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,GM,,,,,,,,1,,,
II,Hippopotamus amphibius,trophies,Number of specimens,HU,,,,,4,3,4,8,11,,
II,Hippopotamus amphibius,trophies,Number of specimens,IT,,,,,1,,3,4,6,,
II,Hippopotamus amphibius,trophies,Number of specimens,LT,,,,,,,2,1,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,LU,,,,,,,,1,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,LV,,,,,,,,1,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,MO,,,,,,,,1,,,
II,Hippopotamus amphibius,trophies,Number of specimens,MX,,,,,22,14,13,25,14,,
II,Hippopotamus amphibius,trophies,Number of specimens,NO,,,,,2,2,1,14,4,,
II,Hippopotamus amphibius,trophies,Number of specimens,NZ,,,,,,,,5,5,,
II,Hippopotamus amphibius,trophies,Number of specimens,PA,,,,,,,,1,5,,
II,Hippopotamus amphibius,trophies,Number of specimens,PK,,,,,,2,2,,4,,
II,Hippopotamus amphibius,trophies,Number of specimens,PL,,,,,,2,2,3,6,,
II,Hippopotamus amphibius,trophies,Number of specimens,PT,,,,,2,,2,2,5,,
II,Hippopotamus amphibius,trophies,Number of specimens,QA,,,,,,,,,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,RO,,,,,2,6,,2,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,RS,,,,,,,,,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,RU,,,,,6,3,2,6,17,,
II,Hippopotamus amphibius,trophies,Number of specimens,SA,,,,,,,1,4,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,SD,,,,,1,,,,,,
II,Hippopotamus amphibius,trophies,Number of specimens,SE,,,,,,,2,3,5,,
II,Hippopotamus amphibius,trophies,Number of specimens,SK,,,,,1,,,2,2,,
II,Hippopotamus amphibius,trophies,Number of specimens,TR,,,,,,,,2,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,TW,,,,,,,,,4,,
II,Hippopotamus amphibius,trophies,Number of specimens,UA,,,,,,,1,,1,,
II,Hippopotamus amphibius,trophies,Number of specimens,US,,,,223,148,196,246,337,295,,
II,Hippopotamus amphibius,trophies,Number of specimens,XX,,,,,,1,1,,,,
II,Hippopotamus amphibius,trophies,Number of specimens,ZA,,,,,,,9,,,,
II,Hippopotamus amphibius,trophies,,AE,2,,,4,2,1,,,,,
II,Hippopotamus amphibius,trophies,,AR,28,14,7,1,5,1,4,,,,
II,Hippopotamus amphibius,trophies,,AT,7,10,10,7,22,22,12,7,1,,
II,Hippopotamus amphibius,trophies,,AU,2,5,5,9,5,3,,,,,
II,Hippopotamus amphibius,trophies,,BE,6,23,3,6,1,1,1,,,,
II,Hippopotamus amphibius,trophies,,BG,3,1,4,4,1,,,,,,
II,Hippopotamus amphibius,trophies,,BR,,,10,1,,2,,,,,
II,Hippopotamus amphibius,trophies,,BW,,2,,2,,,,,,,
II,Hippopotamus amphibius,trophies,,CA,7,6,6,7,1,16,3,,,,
II,Hippopotamus amphibius,trophies,,CH,3,21,4,11,4,8,6,,,,
II,Hippopotamus amphibius,trophies,,CL,15,1,19,,,,,,,,
II,Hippopotamus amphibius,trophies,,CN,4,9,2,10,5,2,2,,,,
II,Hippopotamus amphibius,trophies,,CZ,4,7,6,4,,3,4,4,5,,
II,Hippopotamus amphibius,trophies,,DE,30,39,26,28,11,4,13,,,,
II,Hippopotamus amphibius,trophies,,DK,17,20,28,30,5,9,9,,,,
II,Hippopotamus amphibius,trophies,,EC,,,,,,16,,,,,
II,Hippopotamus amphibius,trophies,,EE,,,,,1,,,,,,
II,Hippopotamus amphibius,trophies,,ES,17,12,16,23,15,10,2,,,,
II,Hippopotamus amphibius,trophies,,FI,6,2,,,,,,,,,
II,Hippopotamus amphibius,trophies,,FR,25,10,31,6,5,3,,,,,
II,Hippopotamus amphibius,trophies,,GB,20,4,1,10,,,3,,1,,
II,Hippopotamus amphibius,trophies,,HK,,,1,,,,,,,,
II,Hippopotamus amphibius,trophies,,HR,,,,,,13,,,,,
II,Hippopotamus amphibius,trophies,,HT,,3,,,,,,,,,
II,Hippopotamus amphibius,trophies,,HU,17,13,8,15,12,12,5,11,11,,
II,Hippopotamus amphibius,trophies,,ID,,,,,1,,,,,,
II,Hippopotamus amphibius,trophies,,IN,2,,3,,,,,,,,
II,Hippopotamus amphibius,trophies,,IT,7,11,129,14,2,,,,,,
II,Hippopotamus amphibius,trophies,,JP,,,,,1,,,,,,
II,Hippopotamus amphibius,trophies,,KE,,1,,,,,,,,,
II,Hippopotamus amphibius,trophies,,KW,,,,,,,17,,,,
II,Hippopotamus amphibius,trophies,,KZ,,,,,,,1,,,,
II,Hippopotamus amphibius,trophies,,LB,,,,,,21,,,,,
II,Hippopotamus amphibius,trophies,,LT,,2,4,1,,,2,5,1,,
II,Hippopotamus amphibius,trophies,,LU,,,1,,,,,,1,,
II,Hippopotamus amphibius,trophies,,LV,,,,,1,,,1,1,,
II,Hippopotamus amphibius,trophies,,MX,32,17,33,14,3,14,,,,,
II,Hippopotamus amphibius,trophies,,MY,2,1,,,,,,,,,
II,Hippopotamus amphibius,trophies,,NI,,1,,,,,,,,,
II,Hippopotamus amphibius,trophies,,NL,,,2,1,,,,,,,
II,Hippopotamus amphibius,trophies,,NO,1,15,,2,1,1,,,,,
II,Hippopotamus amphibius,trophies,,NP,,,,,1,,,,,,
II,Hippopotamus amphibius,trophies,,NZ,2,,3,,,,2,,,,
II,Hippopotamus amphibius,trophies,,PE,,1,1,,,,,,,,
II,Hippopotamus amphibius,trophies,,PK,,1,,,,,,,,,
II,Hippopotamus amphibius,trophies,,PL,3,1,2,2,,1,2,,,,
II,Hippopotamus amphibius,trophies,,PT,,,,2,,14,,,,,
II,Hippopotamus amphibius,trophies,,RO,1,,,1,3,,1,,,,
II,Hippopotamus amphibius,trophies,,RU,34,19,11,11,15,25,6,,,,
II,Hippopotamus amphibius,trophies,,SA,,6,,18,6,1,1,,,,
II,Hippopotamus amphibius,trophies,,SE,10,6,10,4,3,3,1,,7,,
II,Hippopotamus amphibius,trophies,,SG,1,,,,,,,,,,
II,Hippopotamus amphibius,trophies,,SK,2,6,13,6,,,,2,2,,
II,Hippopotamus amphibius,trophies,,SL,2,,,,,,,,,,
II,Hippopotamus amphibius,trophies,,SR,,,,,,1,,,,,
II,Hippopotamus amphibius,trophies,,SV,1,,,2,,,,,,,
II,Hippopotamus amphibius,trophies,,TH,2,,,1,,,,,,,
II,Hippopotamus amphibius,trophies,,TR,,,,,,1,,,,,
II,Hippopotamus amphibius,trophies,,UA,,2,3,3,,1,2,,,,
II,Hippopotamus amphibius,trophies,,US,375,252,228,444,78,173,71,,4,,
II,Hippopotamus amphibius,trophies,,VN,1,,,,,,,,,,
II,Hippopotamus amphibius,trophies,,XX,1,2,,,2,,,,,,
